no_plan;nombre_piece;surface_reelle;type_local;surface_carre
185;5;81;Appartement;83.97
102;2;49;Appartement;53.04
461;3;68;Appartement;56.49
361;1;23;Appartement;23.81
187;3;79;Appartement;80
3;2;27;Appartement;28.19
384;2;47;Appartement;45.12
187;6;129;Maison;124.41
133;2;56;Appartement;32.16
199;2;47;Appartement;42.66
214;2;48;Appartement;51.42
218;2;36;Appartement;35.1
65;1;30;Appartement;25.06
1318;3;64;Appartement;65.58
149;3;68;Appartement;68.19
53;3;46;Appartement;51.32
215;2;38;Appartement;38.2
208;3;77;Appartement;77.44
1237;1;17;Appartement;16.56
231;3;62;Appartement;61.92
639;4;85;Maison;106.6
37;4;89;Appartement;87.72
345;2;53;Appartement;53.42
104;1;32;Appartement;35.07
116;2;27;Appartement;25.4
14;1;10;Appartement;24.77
129;2;50;Appartement;48.35
317;4;86;Appartement;87
181;1;31;Appartement;31.6
228;1;25;Appartement;25.53
374;5;121;Appartement;121.22
544;2;46;Appartement;46.42
9;2;44;Appartement;44.25
9;2;42;Appartement;38.49
216;4;100;Appartement;93.78
67;4;81;Appartement;80.92
47;3;52;Appartement;56.46
129;3;61;Appartement;64.69
181;3;40;Appartement;41.89
543;2;47;Appartement;47.56
543;3;68;Appartement;68.55
1;1;24;Appartement;23.25
92;3;48;Appartement;351.07
178;2;47;Appartement;42.2
29;3;78;Appartement;78.52
134;3;68;Appartement;67.78
148;3;56;Appartement;54.52
55;4;103;Appartement;101.2
565;2;37;Appartement;37.81
682;1;36;Appartement;36.6
63;2;43;Appartement;43.52
195;2;48;Appartement;49.2
12;1;98;Appartement;104.64
1;2;41;Appartement;41.71
1115;4;72;Appartement;71.81
259;4;90;Appartement;89.59
343;3;53;Appartement;64.22
24;2;49;Appartement;52.43
141;1;26;Appartement;24.42
203;1;32;Appartement;28.67
170;1;28;Appartement;27.24
285;3;78;Appartement;75.54
72;2;42;Appartement;42.1
76;3;46;Appartement;35
366;3;64;Appartement;65.5
76;3;70;Appartement;60.35
106;3;80;Appartement;73.72
31;3;64;Appartement;71.72
378;2;36;Appartement;40.51
37;3;56;Appartement;30
253;2;38;Maison;32.73
209;2;32;Appartement;33.65
294;5;122;Maison;121.61
216;1;19;Appartement;18.8
147;1;24;Appartement;24.03
26;3;69;Appartement;69.25
494;3;64;Appartement;64.05
148;1;36;Appartement;36.36
122;6;190;Maison;416.11
92;3;57;Appartement;41.46
63;2;25;Appartement;29.92
25;2;42;Appartement;42.02
27;2;37;Appartement;44.01
129;2;45;Appartement;45.05
140;3;70;Appartement;70.2
7;4;91;Appartement;91.32
78;1;40;Appartement;36.01
33;2;43;Appartement;42.74
157;2;40;Appartement;40.7
356;3;67;Appartement;66.86
378;4;70;Appartement;68.47
437;3;56;Appartement;55.4
142;2;41;Appartement;41.16
384;3;79;Appartement;79.41
203;3;56;Appartement;56.32
259;1;32;Appartement;30.95
368;3;66;Appartement;65.02
145;2;20;Appartement;23.13
367;5;162;Appartement;132.47
288;2;45;Appartement;43
270;3;57;Appartement;57.88
49;3;61;Appartement;59.66
64;2;45;Appartement;46.18
292;2;57;Appartement;55
123;3;53;Appartement;51.17
230;3;53;Appartement;55.15
154;2;42;Appartement;40.43
152;2;44;Appartement;45.27
6;4;64;Appartement;66.89
176;1;28;Appartement;25.22
228;1;28;Appartement;27.68
215;3;48;Appartement;47.9
9;4;98;Appartement;95.39
114;3;53;Appartement;57
219;3;62;Appartement;62.69
356;3;64;Appartement;64.12
103;3;56;Appartement;52.35
184;3;65;Appartement;66.48
48;4;94;Appartement;78.63
18;2;36;Appartement;38.53
28;1;24;Appartement;19.5
644;3;79;Appartement;79.49
198;3;61;Appartement;61.52
226;3;50;Appartement;56.21
150;2;38;Appartement;38.29
117;2;52;Appartement;53.39
91;3;60;Appartement;54.43
63;2;40;Appartement;39.31
168;3;58;Appartement;62.24
91;4;81;Appartement;82.17
210;4;80;Appartement;79.06
159;3;49;Appartement;51.9
305;3;64;Appartement;64.16
136;2;32;Appartement;32.02
117;3;62;Appartement;75.72
12;2;35;Appartement;38.05
2;3;40;Appartement;40.69
39;2;54;Appartement;54.2
55;5;101;Appartement;102.01
267;2;22;Appartement;27.73
115;1;27;Appartement;25.5
110;3;52;Appartement;52.47
456;3;68;Appartement;67.01
76;3;81;Appartement;81.43
203;4;72;Appartement;72.63
210;1;32;Appartement;32.12
137;3;64;Appartement;64.94
226;3;64;Appartement;64.09
68;4;98;Appartement;92.14
51;4;87;Appartement;83.05
68;2;38;Appartement;35.02
210;3;59;Appartement;59.35
237;3;62;Appartement;61.06
13;3;55;Appartement;49.45
113;2;60;Appartement;56.05
108;3;77;Appartement;79.23
111;1;32;Appartement;25.2
16;3;53;Appartement;52.9
226;4;75;Appartement;69.81
2;3;61;Appartement;52.02
72;3;60;Appartement;63.2
87;2;24;Appartement;18.72
183;5;163;Maison;136.9
161;2;33;Appartement;27.75
326;2;60;Appartement;60.34
36;2;60;Appartement;59.06
101;2;41;Appartement;40.81
68;2;50;Appartement;37.04
31;3;67;Appartement;62.82
94;3;45;Appartement;58.21
450;3;64;Appartement;63.9
150;4;80;Maison;72.8
64;3;64;Appartement;63.8
163;2;28;Appartement;26.78
275;4;88;Appartement;87.94
801;3;75;Maison;76.07
232;3;74;Appartement;73.67
146;2;31;Appartement;30.65
29;1;35;Appartement;33.63
66;4;104;Appartement;101.5
225;4;84;Appartement;84.6
231;3;68;Appartement;73.06
289;3;47;Appartement;56.86
186;2;41;Appartement;21.47
169;1;14;Appartement;25.27
229;1;30;Appartement;30.48
126;1;17;Appartement;16.94
97;4;66;Appartement;67.23
210;3;66;Appartement;66.08
164;3;66;Appartement;66.67
8;2;44;Appartement;43.23
118;3;47;Appartement;46.73
151;3;73;Appartement;81.1
54;2;38;Appartement;26.94
157;5;138;Appartement;136.51
230;5;88;Appartement;90.56
2;1;19;Appartement;22.05
135;4;73;Appartement;74.55
55;1;22;Appartement;18.49
55;2;36;Appartement;35.11
305;1;22;Appartement;22.75
98;2;58;Appartement;61.23
116;2;30;Appartement;36.5
46;4;86;Appartement;86.15
144;2;43;Appartement;41.95
3;2;45;Appartement;45.71
4;2;38;Appartement;37.01
231;2;47;Appartement;47.09
307;2;36;Appartement;44.03
269;3;74;Appartement;72.05
22;2;40;Appartement;37.99
165;1;23;Appartement;23.05
140;1;10;Appartement;11.22
115;1;31;Appartement;30.2
61;2;40;Appartement;39.19
17;2;43;Appartement;43.54
207;3;75;Appartement;75.82
171;1;18;Appartement;18.21
189;1;36;Appartement;33.46
153;7;138;Maison;136.6
160;4;105;Appartement;102.07
110;2;73;Appartement;72.27
584;5;91;Appartement;95.29
341;1;22;Appartement;22.03
231;4;105;Maison;125.49
170;2;43;Appartement;43.71
125;3;35;Appartement;35.6
210;4;82;Appartement;86.36
74;1;18;Appartement;16.4
272;4;86;Appartement;86.28
85;2;41;Appartement;40.64
85;1;30;Appartement;23.42
311;2;33;Appartement;56.71
19;1;26;Appartement;27
122;2;27;Appartement;31.86
104;4;116;Appartement;116.05
68;2;29;Appartement;32.01
113;2;24;Appartement;28.76
290;2;51;Appartement;52.59
51;2;38;Appartement;37.97
259;3;57;Appartement;56.09
61;2;31;Appartement;34.06
150;2;34;Appartement;35.12
74;2;18;Appartement;18.48
336;3;70;Appartement;69.25
372;3;97;Maison;105.06
37;5;75;Maison;122.8
120;3;71;Appartement;72.36
40;3;40;Appartement;40.08
22;2;44;Appartement;42.5
91;3;53;Appartement;61.46
96;3;55;Appartement;57.77
89;3;46;Appartement;46.59
163;4;63;Appartement;62.54
338;1;18;Appartement;21.42
158;2;40;Appartement;44.4
230;3;59;Appartement;57.07
133;1;14;Appartement;10.66
433;2;46;Appartement;46.3
117;2;45;Appartement;39.12
106;2;31;Appartement;31.25
34;3;67;Appartement;53.71
8;2;36;Appartement;35.18
89;2;31;Maison;31.03
207;4;79;Appartement;79.44
178;4;80;Appartement;80
76;3;59;Appartement;59.05
110;3;112;Appartement;118.05
121;2;36;Appartement;37.19
103;4;69;Appartement;66.65
135;3;59;Appartement;59.74
66;1;25;Appartement;23.79
46;2;48;Appartement;49.01
153;3;79;Appartement;80.92
7;4;90;Appartement;95.01
33;2;41;Appartement;51.53
150;3;60;Appartement;51.62
151;2;51;Appartement;52.33
3;1;42;Appartement;29.53
269;3;74;Appartement;72.13
35;1;32;Appartement;34.88
490;2;41;Appartement;41.8
222;2;31;Appartement;33.55
50;2;38;Appartement;50.73
142;3;59;Appartement;57.74
54;2;30;Appartement;30
293;3;49;Appartement;57.16
198;3;65;Maison;72.13
180;3;80;Appartement;77.79
274;2;48;Appartement;49.38
240;1;30;Appartement;30.5
297;2;50;Appartement;53.84
102;2;37;Appartement;37.84
41;2;41;Appartement;39.22
45;2;41;Appartement;41.19
318;3;69;Appartement;68.44
150;2;30;Appartement;27.73
143;3;57;Appartement;55.58
25;2;31;Appartement;30.94
323;3;60;Appartement;62.81
64;3;60;Appartement;55.06
327;4;102;Maison;101.37
32;2;23;Appartement;23.38
111;2;41;Appartement;42.87
158;3;64;Appartement;64.31
494;4;70;Appartement;68.04
45;1;25;Appartement;23.52
109;4;98;Appartement;98.95
207;4;79;Appartement;79.14
14;3;61;Appartement;61.65
86;3;41;Appartement;41.09
111;2;41;Appartement;44.57
225;1;27;Appartement;28.3
196;3;77;Appartement;78.05
210;1;23;Appartement;23.32
254;1;21;Appartement;21.75
190;3;60;Appartement;60.22
169;3;48;Appartement;50.14
272;3;65;Appartement;66.05
192;1;17;Appartement;16.98
38;4;84;Appartement;85.07
29;4;101;Appartement;102.14
82;4;79;Appartement;78.35
119;2;55;Appartement;52.85
222;4;85;Appartement;86.97
116;3;86;Appartement;86.97
124;4;130;Appartement;122.79
46;4;97;Appartement;97.24
31;2;32;Appartement;36.03
20;1;33;Appartement;33.91
45;3;40;Appartement;48.65
72;1;43;Appartement;43.1
33;2;72;Appartement;27.52
52;3;60;Appartement;60.45
16;4;80;Appartement;13.55
57;3;100;Maison;112.47
259;2;53;Appartement;52.9
52;2;22;Appartement;21.76
46;1;35;Appartement;34.1
141;3;47;Appartement;52.01
56;2;40;Appartement;39.72
171;2;44;Appartement;44.5
62;1;19;Appartement;67.74
41;2;50;Appartement;44.53
25;1;16;Appartement;14.02
22;3;85;Appartement;84.02
13;1;16;Appartement;15.84
10;2;45;Appartement;40.7
36;1;27;Appartement;28.86
67;3;60;Appartement;70.4
20;3;58;Appartement;60.2
175;2;32;Appartement;30.44
152;4;101;Appartement;76.8
142;3;44;Appartement;46.87
162;2;35;Appartement;35.02
154;3;50;Appartement;47.38
5;1;16;Appartement;16.98
66;3;43;Appartement;40.9
39;1;10;Appartement;21.94
175;2;35;Appartement;35.95
4;4;85;Appartement;86.28
22;2;44;Appartement;44.52
9;4;67;Appartement;70.3
125;1;23;Appartement;23.92
100;5;100;Appartement;97.25
132;3;49;Appartement;49.14
8;2;59;Appartement;53.53
22;2;40;Appartement;66.8
69;1;15;Appartement;12.14
36;2;39;Appartement;38.9
98;4;90;Appartement;90.43
13;2;27;Appartement;29.25
29;3;35;Appartement;28.9
19;3;44;Appartement;44.98
64;2;50;Appartement;51.39
85;2;21;Appartement;17.7
42;4;84;Appartement;86.76
39;6;153;Appartement;154.13
31;3;56;Appartement;55.85
21;2;51;Appartement;50.07
159;3;76;Appartement;70.81
13;1;21;Appartement;19.23
59;3;56;Appartement;56.3
120;1;22;Appartement;21.86
200;2;50;Appartement;50.18
22;1;26;Appartement;27.5
104;4;105;Appartement;133.85
111;2;32;Appartement;33.95
53;2;48;Appartement;45.04
66;1;28;Appartement;25.52
54;3;58;Appartement;57.79
6;3;50;Appartement;44.6
111;2;35;Appartement;35.26
94;3;50;Appartement;47.78
83;1;21;Appartement;20.27
96;2;22;Appartement;26
10;3;50;Appartement;47.02
20;3;65;Appartement;67.35
1;2;41;Appartement;41.18
104;1;16;Appartement;15.8
17;1;10;Appartement;8.72
23;2;42;Appartement;44.88
1;2;27;Appartement;23.33
104;2;30;Appartement;27.93
100;3;79;Appartement;79.28
97;2;46;Appartement;44.51
195;3;68;Appartement;65.34
166;3;46;Appartement;50.88
160;2;35;Appartement;36.82
22;1;12;Appartement;12.83
82;4;75;Appartement;95.16
74;3;60;Appartement;59.95
73;5;156;Appartement;169.63
147;4;110;Appartement;106.65
10;4;136;Appartement;161
80;3;74;Appartement;76.57
45;3;70;Appartement;73.31
13;1;17;Appartement;16.5
136;2;41;Appartement;49.3
260;2;62;Appartement;54.16
45;2;43;Appartement;41.15
82;2;39;Appartement;38.18
9;1;42;Appartement;42.37
82;6;129;Appartement;127.65
136;3;47;Appartement;49.75
41;3;28;Appartement;29.75
54;2;48;Appartement;46.46
13;2;31;Appartement;31.31
62;1;19;Appartement;19.45
172;2;43;Appartement;43.78
39;4;100;Appartement;100.12
304;1;28;Appartement;30.02
62;8;270;Appartement;271.85
47;3;55;Appartement;59.05
8;5;130;Appartement;125.94
83;1;28;Appartement;26.49
83;2;45;Appartement;44.95
16;2;26;Appartement;25.7
216;1;28;Appartement;29.2
38;3;72;Appartement;59.64
135;2;44;Appartement;43.14
182;2;31;Appartement;33.65
27;2;20;Appartement;19.96
28;2;50;Appartement;52.11
69;6;120;Appartement;113.12
143;2;76;Appartement;73.07
143;2;22;Appartement;26.01
4;1;46;Appartement;45.01
1;4;126;Appartement;116.92
113;1;39;Appartement;28.73
91;2;38;Appartement;39.11
25;2;34;Appartement;36.64
54;3;65;Appartement;69.61
51;1;40;Appartement;40.78
21;1;20;Appartement;14.81
18;1;38;Appartement;36.1
288;3;66;Appartement;66.25
103;3;48;Appartement;53.8
6;1;22;Appartement;29.23
27;1;20;Appartement;23.41
38;2;39;Appartement;38.2
178;1;19;Appartement;17.86
29;3;68;Appartement;67.56
96;2;35;Appartement;38.33
6;2;28;Appartement;32.15
62;6;194;Appartement;194.9
96;2;34;Appartement;29.8
22;1;10;Appartement;19.24
43;1;27;Appartement;19.94
24;2;41;Appartement;36.46
190;2;45;Appartement;45.03
36;2;27;Appartement;15.81
113;3;55;Appartement;156.28
135;3;61;Appartement;62.07
24;1;50;Appartement;46.35
5;3;76;Appartement;78
120;4;77;Appartement;78.66
63;2;54;Appartement;55.98
2;2;45;Appartement;44.01
106;4;94;Appartement;93.69
178;2;38;Appartement;38.69
25;3;50;Appartement;49.86
52;2;40;Appartement;36.02
109;2;50;Appartement;42.25
147;2;32;Appartement;36.86
29;2;48;Appartement;47.2
257;3;72;Appartement;71.8
42;8;357;Appartement;277.54
52;4;95;Appartement;99.5
63;2;36;Appartement;42.16
163;2;35;Appartement;34.86
35;2;49;Appartement;53.26
2;2;38;Appartement;37.96
132;3;53;Appartement;54.75
144;1;11;Appartement;11.84
66;2;35;Appartement;37.17
41;1;14;Appartement;14.09
109;3;75;Appartement;75.02
56;5;118;Appartement;118.41
110;2;30;Appartement;25.63
187;2;40;Appartement;46.3
23;3;64;Appartement;64.11
44;2;35;Appartement;55.02
51;2;37;Appartement;33.94
73;1;19;Appartement;20.96
12;3;142;Appartement;137.5
28;5;130;Appartement;139.06
135;3;63;Appartement;64.78
50;3;45;Appartement;42.01
82;3;58;Appartement;58.95
15;2;29;Appartement;29.08
62;1;24;Appartement;30.11
2;3;80;Appartement;63.15
112;3;85;Appartement;84.36
52;1;25;Appartement;25.74
118;4;108;Appartement;123
38;2;29;Appartement;31.69
50;2;125;Appartement;170.9
48;3;63;Appartement;66.13
45;3;65;Appartement;70.2
170;1;27;Appartement;71.59
139;2;35;Appartement;37.29
49;2;45;Appartement;62.39
15;3;56;Appartement;47.55
76;2;53;Appartement;51.77
74;1;16;Appartement;15.56
6;2;24;Appartement;25.15
16;2;40;Appartement;43.01
14;3;63;Appartement;64.06
64;3;61;Appartement;63.43
20;1;27;Appartement;18.32
38;3;65;Appartement;65.65
74;5;97;Appartement;103.82
42;6;281;Appartement;278.32
50;2;54;Appartement;47.8
44;2;40;Appartement;41.7
57;2;35;Appartement;36.8
34;3;68;Appartement;67.94
35;3;45;Appartement;48.75
35;4;108;Appartement;107.14
21;2;33;Appartement;32.77
11;3;84;Appartement;74
16;3;70;Appartement;65.56
174;1;30;Appartement;29.55
8;8;230;Appartement;210.01
145;4;74;Appartement;77.39
143;1;25;Appartement;28.85
5;3;87;Appartement;89.32
82;2;20;Appartement;20.05
74;2;39;Appartement;38.56
87;1;15;Appartement;11.58
48;3;48;Appartement;49.34
30;3;54;Appartement;52.76
41;2;39;Appartement;39.17
142;3;50;Appartement;51.61
165;4;66;Appartement;65.42
161;1;20;Appartement;21.06
139;2;37;Appartement;39.92
139;2;40;Appartement;52.51
102;3;64;Appartement;64.9
74;2;34;Appartement;59.23
37;2;45;Appartement;46.79
37;2;45;Appartement;47.17
37;2;42;Appartement;41.15
31;2;30;Appartement;35.79
5;1;20;Appartement;18.01
6;1;26;Appartement;25.45
68;2;35;Appartement;33.67
75;3;30;Appartement;28.2
39;4;65;Appartement;65.85
103;3;59;Appartement;57.79
33;3;42;Appartement;42.59
5;4;109;Appartement;116
109;3;62;Appartement;59.31
131;4;75;Appartement;72.12
28;1;22;Appartement;47.84
7;4;75;Appartement;75.46
11;1;29;Appartement;29.49
187;3;64;Appartement;64.35
7;2;37;Appartement;34.87
49;9;16;Appartement;20.25
87;4;85;Appartement;90.3
11;3;58;Appartement;53.22
92;1;28;Appartement;27.92
28;3;119;Appartement;111.08
74;6;204;Appartement;203.07
109;2;30;Appartement;28.42
54;1;33;Appartement;32.36
25;2;33;Appartement;31.59
16;2;45;Appartement;46.3
62;2;33;Appartement;38.09
4;1;45;Appartement;44.85
129;3;112;Appartement;114.17
3;2;83;Appartement;91.54
37;2;45;Appartement;46.77
54;3;70;Appartement;68.69
53;3;74;Appartement;69.7
28;1;40;Appartement;40.62
4;5;117;Appartement;113.5
34;3;60;Appartement;74.92
98;4;74;Appartement;74.82
5;2;42;Appartement;40.17
53;3;44;Appartement;44.45
57;4;103;Appartement;116.04
60;2;40;Appartement;39.77
80;3;85;Appartement;82.92
149;3;72;Appartement;73.37
54;4;75;Appartement;81.14
147;3;66;Appartement;66.84
40;3;86;Appartement;85.33
39;7;133;Appartement;133.33
97;2;27;Appartement;25.61
43;1;20;Appartement;20.57
30;1;22;Appartement;23.25
59;1;26;Appartement;27.4
43;2;32;Appartement;37.19
120;3;42;Appartement;42.57
8;1;18;Appartement;20.72
19;4;140;Appartement;161.02
154;3;68;Appartement;68.25
45;2;46;Appartement;46.67
45;3;65;Appartement;65.83
159;2;53;Appartement;52.47
130;2;35;Appartement;35.92
15;2;59;Appartement;34.4
73;2;44;Appartement;43.64
11;1;27;Appartement;23.73
35;3;103;Appartement;100.08
66;7;175;Appartement;174.05
23;2;37;Appartement;42.85
136;2;41;Appartement;41.35
101;1;20;Appartement;20.02
4;1;17;Appartement;25.58
68;3;73;Appartement;73.02
152;1;12;Appartement;12.2
79;2;30;Appartement;33.05
2;2;42;Appartement;44.59
104;3;86;Appartement;86.05
12;4;90;Appartement;91.02
46;2;50;Appartement;50.22
30;1;26;Appartement;33.11
33;3;59;Appartement;59.6
19;1;30;Appartement;30.29
21;4;80;Appartement;76.43
200;3;67;Appartement;68.1
125;2;36;Appartement;36.17
153;2;35;Appartement;36.41
43;3;50;Appartement;49.27
69;1;22;Appartement;21.49
60;2;15;Appartement;61.1
6;4;69;Appartement;74.19
17;2;35;Appartement;50.51
55;1;44;Appartement;42.61
60;1;20;Appartement;27.17
55;2;47;Appartement;47.08
103;2;51;Appartement;51.65
115;3;47;Appartement;53.04
155;3;79;Appartement;87.04
130;2;37;Appartement;39.22
12;2;36;Appartement;36.53
62;3;107;Appartement;107.6
104;4;72;Appartement;76.1
24;1;40;Appartement;34.68
31;2;27;Appartement;29.6
199;3;60;Appartement;84.04
17;1;30;Appartement;33.26
255;5;106;Appartement;99.85
46;2;51;Appartement;49.05
55;1;24;Appartement;30.98
89;1;13;Appartement;13.9
81;2;33;Appartement;34.6
93;3;84;Appartement;82.52
64;1;23;Appartement;22.58
117;4;90;Appartement;90.1
153;4;93;Appartement;91.25
20;1;35;Appartement;34.7
19;1;66;Appartement;25.24
15;2;45;Appartement;45.42
2;2;42;Appartement;41.48
49;1;24;Appartement;22.04
90;2;42;Appartement;38.5
10;4;98;Appartement;8.84
73;6;166;Appartement;174.68
15;1;25;Appartement;28.67
159;3;60;Appartement;58.82
192;1;17;Appartement;17
4;1;39;Appartement;40.52
22;4;86;Appartement;85.79
152;3;84;Appartement;85.8
14;1;16;Appartement;16.99
5;3;105;Appartement;148.91
75;3;50;Appartement;50
187;2;37;Appartement;38.96
260;2;46;Appartement;45.82
45;5;106;Appartement;105.89
5;3;100;Appartement;103.64
143;4;76;Appartement;76.01
117;3;63;Appartement;61.23
13;2;29;Appartement;31.2
86;1;19;Appartement;17.11
178;4;83;Appartement;83.76
43;4;119;Appartement;78.02
462;3;83;Appartement;83.35
31;5;108;Appartement;109.17
1;4;88;Appartement;87.15
88;3;77;Appartement;79.9
176;4;77;Appartement;70.15
47;2;50;Appartement;51.34
84;1;23;Appartement;23.8
153;4;100;Appartement;94.65
3;3;55;Appartement;55.81
75;5;148;Appartement;149.71
129;1;15;Appartement;15.65
100;3;64;Appartement;65.55
115;2;37;Appartement;38.75
53;4;72;Maison;100
73;3;60;Appartement;66.03
156;1;29;Appartement;24.37
42;1;30;Appartement;28.03
43;3;63;Appartement;61.97
30;1;21;Appartement;20.44
97;2;43;Appartement;43.28
49;3;78;Appartement;79.86
378;3;59;Appartement;58.94
212;2;37;Appartement;37.38
78;3;60;Appartement;64.32
250;6;250;Maison;305.84
285;1;56;Appartement;65.62
203;1;13;Appartement;12.52
19;1;28;Appartement;27.74
29;2;27;Appartement;21.27
100;3;70;Appartement;75.81
369;3;56;Appartement;57.82
32;2;37;Appartement;27.27
3;3;55;Appartement;55.74
172;3;74;Appartement;73.75
268;2;27;Appartement;27.59
124;1;26;Appartement;29.56
328;2;28;Appartement;30.62
83;6;172;Maison;162.93
19;2;50;Appartement;49.42
12;2;17;Appartement;3.62
84;2;23;Appartement;22.05
70;3;64;Appartement;62.78
158;2;53;Appartement;53.68
31;6;131;Appartement;129.34
88;4;93;Appartement;96.33
14;2;49;Appartement;48.66
383;3;50;Appartement;59.73
103;2;62;Appartement;47.63
305;3;56;Appartement;55.36
196;1;17;Appartement;17.45
73;3;67;Appartement;66.88
627;4;82;Appartement;81.17
307;1;37;Appartement;37.25
3;2;29;Appartement;29.45
67;2;64;Appartement;64.78
101;3;65;Appartement;62.96
15;1;36;Appartement;35.68
285;1;21;Appartement;19.69
110;2;38;Appartement;38.2
39;2;69;Appartement;69.82
496;4;108;Appartement;109.74
7;2;41;Appartement;41.86
16;2;52;Appartement;50.25
193;3;58;Appartement;58.11
170;1;30;Appartement;29.97
7;5;128;Appartement;120.67
264;4;74;Appartement;71.8
42;3;87;Appartement;87.39
11;2;24;Appartement;36.71
103;4;70;Appartement;69.7
14;1;28;Appartement;28.85
24;6;193;Appartement;214.83
101;3;60;Appartement;61.3
81;3;40;Appartement;43.08
70;4;83;Appartement;83.38
130;4;85;Appartement;77.65
16;5;141;Appartement;174.2
32;2;36;Appartement;38.73
449;1;26;Appartement;28.3
392;4;75;Appartement;75.2
99;1;10;Appartement;14.59
36;1;20;Appartement;18.06
80;3;54;Appartement;55.61
282;3;32;Appartement;52.91
65;3;55;Appartement;58.2
83;1;29;Appartement;26.07
10;1;21;Appartement;21.81
111;2;32;Appartement;32.34
30;3;61;Appartement;64.16
12;2;63;Appartement;63.2
69;3;48;Appartement;50.07
53;3;51;Appartement;51.64
511;2;47;Appartement;41.39
84;3;74;Appartement;74.7
59;1;37;Appartement;37.47
94;2;25;Appartement;29.71
364;2;70;Appartement;69.55
223;4;111;Appartement;112.11
220;1;32;Appartement;31.58
73;6;140;Maison;132.22
513;2;60;Maison;57.95
514;1;28;Appartement;28.3
261;3;58;Appartement;55.21
127;2;24;Appartement;24.2
13;2;50;Appartement;47.65
120;2;33;Appartement;22.41
129;3;99;Appartement;80.1
37;4;90;Appartement;77.6
369;4;66;Appartement;73.01
232;4;71;Appartement;59
416;2;35;Appartement;33.35
12;1;21;Appartement;18.63
159;2;40;Appartement;38.81
122;3;47;Appartement;48.09
33;1;21;Appartement;34.75
123;6;147;Appartement;68.91
55;2;44;Appartement;42.56
646;3;33;Appartement;33.82
88;4;93;Appartement;97.65
8;1;22;Maison;20.05
611;4;83;Appartement;83.34
161;4;90;Appartement;139.17
150;4;95;Appartement;94.8
120;5;73;Appartement;84.42
163;4;79;Appartement;78.26
130;2;41;Appartement;40.19
45;2;32;Appartement;32.61
270;3;74;Appartement;72.16
107;3;59;Appartement;64.96
3;3;56;Appartement;55.68
11;2;59;Appartement;59.28
51;2;40;Appartement;42.3
37;3;65;Appartement;63.09
127;5;125;Appartement;123.35
110;3;51;Appartement;60.3
20;1;86;Appartement;65.67
530;3;64;Appartement;65.67
392;2;39;Appartement;39.33
444;3;62;Appartement;62.81
126;3;76;Appartement;70.21
197;2;45;Appartement;45.42
633;3;72;Appartement;71.99
15;1;34;Appartement;36.57
86;2;54;Appartement;53.33
24;2;45;Appartement;37.07
285;2;38;Appartement;34.79
117;1;37;Appartement;36.11
3;3;56;Appartement;56.57
37;3;62;Appartement;64.03
82;3;61;Appartement;53.01
37;2;34;Appartement;30.87
28;2;37;Appartement;37.46
247;1;26;Appartement;28.77
13;3;59;Appartement;67.12
654;3;62;Appartement;62.53
102;2;42;Appartement;62.76
373;3;75;Appartement;71.86
43;2;48;Appartement;40.93
270;4;89;Appartement;90.14
79;2;42;Appartement;41.1
193;2;58;Appartement;59.53
163;3;91;Appartement;90.84
36;3;58;Appartement;58.03
23;1;20;Appartement;23.95
74;2;43;Appartement;43.12
47;4;73;Appartement;74.52
53;3;70;Appartement;71.7
236;5;83;Maison;92.51
106;2;37;Appartement;38.35
1;2;31;Appartement;29.93
101;2;53;Appartement;56.89
61;3;56;Appartement;55.15
14;2;38;Appartement;38.39
26;4;65;Appartement;65.63
46;3;72;Appartement;61.05
77;2;43;Appartement;44.17
73;4;86;Appartement;85.65
87;3;50;Appartement;53.6
2;4;81;Appartement;82.24
3;3;61;Appartement;61.03
138;3;55;Maison;70
66;3;51;Appartement;51.49
135;2;32;Appartement;33.09
228;3;56;Appartement;52.56
47;3;63;Appartement;64.37
30;3;60;Appartement;56.2
93;4;42;Appartement;41.94
101;3;67;Appartement;68.51
157;1;25;Appartement;27.48
156;3;51;Appartement;51.45
76;2;39;Appartement;38.53
88;3;65;Appartement;63.82
362;2;40;Appartement;40.89
85;3;65;Appartement;63.37
113;3;49;Appartement;40.93
24;4;75;Maison;81.4
32;1;25;Appartement;22.51
105;1;29;Appartement;26.64
102;4;99;Appartement;103.42
92;3;64;Appartement;64.26
118;2;38;Appartement;39.69
125;5;147;Appartement;151.74
133;3;27;Appartement;29.26
14;1;77;Appartement;76.85
192;1;21;Appartement;19.77
261;3;74;Appartement;40.8
109;4;74;Appartement;74.1
14;1;14;Appartement;11.08
60;3;56;Appartement;57.25
246;4;96;Appartement;87.01
43;4;82;Appartement;44.95
123;3;54;Appartement;56.21
31;1;20;Appartement;20.52
151;2;23;Appartement;22.9
127;4;90;Maison;115.42
83;1;19;Appartement;22.23
10;1;30;Appartement;29.17
94;1;35;Appartement;29.24
14;2;32;Appartement;25.73
186;3;60;Appartement;57.11
292;2;69;Appartement;69.65
17;2;43;Appartement;43.02
108;2;53;Appartement;52.7
42;1;40;Appartement;31.85
186;4;79;Appartement;79.17
266;2;44;Appartement;43.4
12;4;74;Appartement;72.62
127;4;90;Appartement;89.32
117;2;44;Appartement;42.97
23;1;22;Appartement;23.16
44;6;147;Appartement;138.26
4;1;14;Appartement;13.05
68;1;24;Appartement;24.46
